Timestamp,Meter_Name,Meter_Model,Manufacturer,Product_ID_Number,Hardware_Detected,Supported_Features,Peak_Demand_Date_time,Accum_Energy_Reset_Time,AE_Delivered,AE_Received,AE_Del_Plus_Rec,AE_Del_Minus_Rec,RE_Delivered,RE_Received,RE_Del_Plus_Rec,RE_Del_Minus_Rec,APE_Delivered,APE_Received,APE_Del_Plus_Rec,APE_Del_Minus_Rec,Current_A,Current_B,Current_C,Current_N,Current_G,Current_Avg,Current_Unbalance_A,Current_Unbalance_B,Current_Unbalance_C,Current_Unbalance_Worst,Voltage_AB,Voltage_BC,Voltage_CA,Voltage_LLAvg,Voltage_AN,Voltage_BN,Voltage_CN,Voltage_LNAvg,Voltage_Unbalance_AB,Voltage_Unbalance_BC,Voltage_Unbalance_CA,Voltage_Unbalance_LL_Worst,Voltage_Unbalance_AN,Voltage_Unbalance_BN,Voltage_Unbalance_CN,Voltage_Unbalance_LN_Worst,ActivePower_A,ActivePower_B,ActivePower_C,ActivePower_Total,ReactivePower_A,ReactivePower_B,ReactivePower_C,ReactivePower_Total,ApparentPower_A,ApparentPower_B,ApparentPower_C,ApparentPower_Total,PF_A,PF_B,PF_C,PF_Total,DPF_A,DPF_B,DPF_C,DPF_Total,PF_Total_IEC_F32,PF_Total_IEEE_F32,PF_Total_IEC_I16,PF_Total_IEEE_I16,Frequency,Accum_AE_Del,Accum_AE_Rec,Accum_AE_Sum,Accum_AE_Net,Accum_RE_Del,Accum_RE_Rec,Accum_RE_Sum,Accum_RE_Net,Accum_APE_Del,Accum_APE_Rec,Accum_APE_Sum,Accum_APE_Net,Pwr_Dem_Interval_Dur,Cur_Dem_Interval_Dur,RS485_Proto,RS485_Addr,RS485_Baud,RS485_Parity
2025-04-18 17:46:00.875,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.08740315,0,0,0,0,0.08740315,0,0,0,0,0,0,0,0,227.90047,0,0,227.82193,0,0,0,0,0,0,0,0,0.015407314,0,0,0.015407314,0.012516749,0,0,0.0125580225,0.01994699,0,0,0.01994699,0.3802000000000001,-0.0064,-0.0064,0.3802000000000001,0.37939999999999996,-0.0064,-0.0064,0.3761000000000001,0.774475,-0.774475,774,-31994,50.054443,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:07.122,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.087493025,0,0,0,0,0.087493025,0,0,0,0,0,0,0,0,227.87029,0,0,227.87029,0,0,0,0,0,0,0,0,0.015544374,0,0,0.015544374,0.012559956,0,0,0.012559956,0.019984495,0,0,0.019984495,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.37929999999999997,-0.0064,-0.0064,0.3761000000000001,0.777588,-0.777588,778,-31990,50.052658,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:13.231,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.08794102,0,0,0,0,0.08794102,0,0,0,0,0,0,0,0,227.80795,0,0,227.80795,0,0,0,0,0,0,0,0,0.015525256,0,0,0.015525256,0.012486979,0,0,0.012486979,0.019923812,0,0,0.019923812,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.37929999999999997,-0.0064,-0.0064,0.3761000000000001,0.777545,-0.777545,778,-31990,50.060352,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:19.651,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.0877621,0,0,0,0,0.0877621,0,0,0,0,0,0,0,0,227.9094,0,0,227.9094,0,0,0,0,0,0,0,0,0.015570564,0,0,0.015570564,0.012532378,0,0,0.012532378,0.020072974,0,0,0.020072974,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.37929999999999997,-0.0064,-0.0064,0.3761000000000001,0.778028,-0.778028,778,-31989,50.067623,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:25.862,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.0877621,0,0,0,0,0.0877621,0,0,0,0,0,0,0,0,227.91644,0,0,227.91644,0,0,0,0,0,0,0,0,0.01556824,0,0,0.01564115,0.01260949,0,0,0.01260949,0.020090913,0,0,0.020090913,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.37929999999999997,-0.0064,-0.0064,0.3759999999999999,0.778962,-0.778962,779,-31989,50.07954,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:32.127,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.08811958,0,0,0,0,0.08811958,0,0,0,0,0,0,0,0,227.98686,0,0,227.98686,0,0,0,0,0,0,0,0,0.01554992,0,0,0.01554992,0.012585686,0,0,0.012585686,0.020004986,0,0,0.020004986,0.3802000000000001,-0.0064,-0.0064,0.3801000000000001,0.3792,-0.0064,-0.0064,0.3759999999999999,0.778925,-0.778925,779,-31989,50.096237,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:38.393,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.0878516,0,0,0,0,0.0878516,0,0,0,0,0,0,0,0,228.01459,0,0,228.01459,0,0,0,0,0,0,0,0,0.01557856,0,0,0.01557856,0.012549323,0,0,0.012549323,0.020004425,0,0,0.020026054,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.37929999999999997,-0.0064,-0.0064,0.3761000000000001,0.778258,-0.778258,778,-31990,50.115112,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:44.657,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.087582804,0,0,0,0,0.0878516,0,0,0,0,0,0,0,0,228.17538,0,0,228.27057,0,0,0,0,0,0,0,0,0.015621629,0,0,0.015621629,0.0125421705,0,0,0.012479598,0.020026185,0,0,0.020026185,0.3799999999999999,-0.0064,-0.0064,0.3799999999999999,0.3792,-0.0064,-0.0064,0.3759999999999999,0.782091,-0.782091,782,-31986,50.13972,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:50.933,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.0878516,0,0,0,0,0.0878516,0,0,0,0,0,0,0,0,228.46323,0,0,228.46323,0,0,0,0,0,0,0,0,0.015699346,0,0,0.015660716,0.012483686,0,0,0.012483686,0.020027492,0,0,0.020027492,0.3799999999999999,-0.0064,-0.0064,0.3799999999999999,0.3792,-0.0064,-0.0064,0.3759999999999999,0.782613,-0.782613,783,-31985,50.135128,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
2025-04-18 17:46:57.204,Power Meter ,PM2120,Schneider Electric,15501,196608,35454976,2025-04-11 21:48:00.000,2025-04-04 13:06:00.000,0,0,0,0,0.002,0,0.002,0.002,0.001,0.001,0.002,0,0.0877621,0,0,0,0,0.0877621,0,0,0,0,0,0,0,0,228.51021,0,0,228.51021,0,0,0,0,0,0,0,0,0.015649173,0,0,0.015649173,0.012565822,0,0,0.012565822,0.020069791,0,0,0.020069791,0.3801000000000001,-0.0064,-0.0064,0.3801000000000001,0.3792,-0.0064,-0.0064,0.3759999999999999,0.780565,-0.780565,781,-31987,50.116905,0,0,0,0,2,0,2,2,1,1,2,0,15,15,0,1,2,2
