Timestamp,Voltage_V1N,Voltage_V2N,Voltage_V3N,Avg_Voltage_LN,Voltage_V12,Voltage_V23,Voltage_V31,Avg_Voltage_LL,Current_I1,Current_I2,Current_I3,Avg_Current,ActivePower_A,ActivePower_B,ActivePower_C,ReactivePower_A,ReactivePower_B,ReactivePower_C,ApparentPower_A,ApparentPower_B,ApparentPower_C,ActivePower_Total,ReactivePower_Total,ApparentPower_Total,PF_A,PF_B,PF_C,Avg_PF,Frequency,kWh
2025-04-14 15:14:27.265,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:28.758,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:30.430,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:32.056,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:33.569,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:35.063,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:36.547,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:57.361,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:15:29.065,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:00.744,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:17.329,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:21.959,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:24.686,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:27.480,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:28.993,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:30.582,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:32.297,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:33.822,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:36.334,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:39.983,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:41.588,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:43.019,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:44.573,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:46.208,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:16:48.737,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:17:09.415,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:17:11.153,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
