Timestamp,Voltage_V1N,Voltage_V2N,Voltage_V3N,Avg_Voltage_LN,Voltage_V12,Voltage_V23,Voltage_V31,Avg_Voltage_LL,Current_I1,Current_I2,Current_I3,Avg_Current,ActivePower_A,ActivePower_B,ActivePower_C,ReactivePower_A,ReactivePower_B,ReactivePower_C,ApparentPower_A,ApparentPower_B,ApparentPower_C,ActivePower_Total,ReactivePower_Total,ApparentPower_Total,PF_A,PF_B,PF_C,Avg_PF,Frequency,kWh
2025-04-14 15:14:05.912,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:12.521,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:14.061,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:15.585,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:16.991,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:18.438,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:20.011,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:22.633,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:24.311,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
2025-04-14 15:14:25.868,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR
