Timestamp,Meter_Model,Manufacturer,Year_7reg,Month_7reg,Day_7reg,Hour_7reg,Minute_7reg,Second_7reg,Millisecond_7reg,Day_of_Week_7reg,Current_A,Current_B,Current_C,Current_N,Current_G,Current_Avg,Voltage_AB,Voltage_BC,Voltage_CA,Voltage_LLAvg,Voltage_AN,Voltage_BN,Voltage_CN,Voltage_LNAvg,ActivePower_A,ActivePower_B,ActivePower_C,ActivePower_Total,ReactivePower_A,ReactivePower_B,ReactivePower_C,ReactivePower_Total,ApparentPower_A,ApparentPower_B,ApparentPower_C,ApparentPower_Total,PF_A,PF_B,PF_C,PF_Total,Frequency,Peak_Demand_Date_time
2025-04-11 18:15:35.395,Power Meter ,Schneider Electric,2025,4,11,19,5,8,0,65535,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,234.20114,NaN,NaN,-4.5918e-41,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,DECODE_ERROR,DECODE_ERROR,DECODE_ERROR,DECODE_ERROR,50.00707,2025-04-11 15:57:54
2025-04-11 18:15:38.481,Power Meter ,Schneider Electric,2025,4,11,19,5,11,0,65535,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,234.12854,NaN,NaN,-4.5918e-41,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,DECODE_ERROR,DECODE_ERROR,DECODE_ERROR,DECODE_ERROR,49.988403,2025-04-11 15:57:54
