Timestamp,Meter_Model,Manufacturer,Current_A,Current_B,Current_C,Current_N,Current_G,Current_Avg,Voltage_AB,Voltage_BC,Voltage_CA,Voltage_LLAvg,Voltage_AN,Voltage_BN,Voltage_CN,Voltage_LNAvg,ActivePower_A,ActivePower_B,ActivePower_C,ActivePower_Total,ReactivePower_A,ReactivePower_B,ReactivePower_C,ReactivePower_Total,ApparentPower_A,ApparentPower_B,ApparentPower_C,ApparentPower_Total,PF_A,PF_B,PF_C,PF_Total,Frequency,Peak_Demand_Date_time
2025-04-11 20:52:08.823,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.95491,NaN,NaN,232.95491,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.10645,2025-04-11 15:57:00.000
2025-04-11 20:52:11.642,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.98082,NaN,NaN,232.98082,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.118053,2025-04-11 15:57:00.000
2025-04-11 20:52:14.455,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.94533,NaN,NaN,232.94533,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.12486,2025-04-11 15:57:00.000
2025-04-11 20:52:17.253,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.84396,NaN,NaN,232.84396,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.1266,2025-04-11 15:57:00.000
2025-04-11 20:52:20.083,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.87877,NaN,NaN,232.73593,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.124107,2025-04-11 15:57:00.000
2025-04-11 20:52:22.948,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.6992,NaN,NaN,232.6992,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.115547,2025-04-11 15:57:00.000
2025-04-11 20:52:25.779,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.63657,NaN,NaN,232.63657,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.103706,2025-04-11 15:57:00.000
2025-04-11 20:52:28.643,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.65993,NaN,NaN,232.65993,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.093395,2025-04-11 15:57:00.000
2025-04-11 20:52:31.407,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.73811,NaN,NaN,232.73811,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.089928,2025-04-11 15:57:00.000
2025-04-11 20:52:34.206,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.78839,NaN,NaN,232.74062,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.09345,2025-04-11 15:57:00.000
2025-04-11 20:52:36.986,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.84097,NaN,NaN,232.84097,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.103172,2025-04-11 15:57:00.000
2025-04-11 20:52:39.934,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.84286,NaN,NaN,232.84286,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.111065,2025-04-11 15:57:00.000
2025-04-11 20:52:42.731,Power Meter ,Schneider Electric,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,232.75037,NaN,NaN,232.75037,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,-0.0064,-0.0064,-0.0064,-0.0064,50.110615,2025-04-11 15:57:00.000
