Timestamp,Meter_Model,Manufacturer,Year_7reg,Month_7reg,Day_7reg,Hour_7reg,Minute_7reg,Second_7reg,Millisecond_7reg,Day_of_Week_7reg,Current_A,Current_B,Current_C,Current_N,Current_G,Current_Avg,Voltage_AB,Voltage_BC,Voltage_CA,Voltage_LLAvg,Voltage_AN,Voltage_BN,Voltage_CN,Voltage_LNAvg,ActivePower_A,ActivePower_B,ActivePower_C,ActivePower_Total,ReactivePower_A,ReactivePower_B,ReactivePower_C,ReactivePower_Total,ApparentPower_A,ApparentPower_B,ApparentPower_C,ApparentPower_Total,PF_A,PF_B,PF_C,PF_Total,Frequency,Peak_Demand_Date_time
2025-04-11 17:43:19.446,INVALID_UTF8_DATA,Schneider Electric,2025,4,11,18,32,52,0,65535,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,233.38771,NaN,NaN,-4.5918e-41,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,49.883167,2025-04-11 15:57:54
2025-04-11 17:43:22.640,INVALID_UTF8_DATA,Schneider Electric,2025,4,11,18,32,55,0,65535,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,233.42009,NaN,NaN,-4.5918e-41,0,NaN,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,READ_ERROR,READ_ERROR,READ_ERROR,READ_ERROR,49.887104,2025-04-11 15:57:54
